time,setpoint,control,velocity
522.1079711914062,-1.0,-0.791485607624054,-0.9870718121528625
522.177978515625,-1.0,-0.7879172563552856,-0.9896575212478638
522.2479858398438,-1.0,-0.7850627899169922,-0.9917259812355042
522.3179931640625,-1.0,-0.7827791571617126,-0.9933807849884033
522.3880004882812,-1.0,-0.7809522747993469,-0.9947046041488647
522.4580078125,-1.0,-0.7794905304908752,-0.9957637786865234
522.5380249023438,-1.0,-0.7783215641975403,-0.9966109395027161
522.6079711914062,-1.0,-0.7773862481117249,-0.997288703918457
522.677978515625,-1.0,-0.776637852191925,-0.9978309869766235
522.7479858398438,-1.0,-0.7760391235351562,-0.9982648491859436
522.8179931640625,-1.0,-0.7755601406097412,-0.9986119270324707
522.8880004882812,-1.0,-0.7751771211624146,-0.9988895058631897
522.9580078125,-1.0,-0.7748705744743347,-0.9991115927696228
523.0280151367188,-1.0,-0.7746254801750183,-0.9992892146110535
523.0980224609375,-1.0,-0.7744293808937073,-0.999431312084198
523.1680297851562,-1.0,-0.7742723226547241,-0.9995450973510742
523.2379760742188,-1.0,-0.7741467952728271,-0.9996360540390015
523.3079833984375,-1.0,-0.7740463614463806,-0.9997088313102722
523.3779907226562,1.0,-0.7739660739898682,-0.999767005443573
523.447998046875,1.0,1.0,0.8794155716896057
523.5180053710938,1.0,0.9065195918083191,0.9035325050354004
523.5880126953125,1.0,0.8798946142196655,0.9228259921073914
523.6580200195312,1.0,0.8585944771766663,0.9382608532905579
523.72802734375,1.0,0.8415545225143433,0.9506086707115173
523.7979736328125,1.0,0.8279226422309875,0.960486888885498
523.8679809570312,1.0,0.8170170187950134,0.9683895111083984
523.93798828125,1.0,0.8082923889160156,0.9747116565704346
524.0079956054688,1.0,0.8013128042221069,0.9797693490982056
524.0780029296875,1.0,0.7957292795181274,0.9838154315948486
524.1480102539062,1.0,0.7912623286247253,0.987052321434021
524.218017578125,1.0,0.7876886129379272,0.9896419048309326
524.2880249023438,1.0,0.7848297357559204,0.9917135834693909
524.3579711914062,1.0,0.7825428247451782,0.9933708310127258
524.427978515625,1.0,0.7807131409645081,0.9946966767311096
524.4979858398438,1.0,0.7792492508888245,0.9957574009895325
524.5679931640625,1.0,0.7780782580375671,0.9966059327125549
524.6380004882812,1.0,0.7771415710449219,0.9972847104072571
524.7080078125,1.0,0.7763921022415161,0.9978277683258057
524.7780151367188,1.0,0.7757925987243652,0.9982622265815735
524.8480224609375,1.0,0.775313138961792,0.998609721660614
524.9199829101562,1.0,0.7749292850494385,0.998887836933136
524.9979858398438,1.0,0.7746224403381348,0.999110221862793
525.0679931640625,1.0,0.7743767499923706,0.9992882013320923
525.1380004882812,1.0,0.7741803526878357,0.9994305372238159
525.2080078125,1.0,0.7740232348442078,0.9995443820953369
525.2780151367188,1.0,0.7738974094390869,0.9996355175971985
525.3480224609375,1.0,0.7737969756126404,0.999708354473114
525.4180297851562,1.0,0.7737165093421936,0.9997666478157043
525.4879760742188,1.0,0.7736520171165466,0.9998133778572083
525.5579833984375,1.0,0.7736005187034607,0.9998506903648376
525.6279907226562,1.0,0.7735592722892761,0.9998805522918701
525.697998046875,1.0,0.7735262513160706,0.999904453754425
525.7680053710938,1.0,0.7734997868537903,0.999923586845398
525.8380126953125,1.0,0.7734787464141846,0.9999388456344604
525.9080200195312,1.0,0.7734618782997131,0.9999510645866394
525.97802734375,1.0,0.7734484076499939,0.9999608397483826
526.0479736328125,1.0,0.7734375596046448,0.9999687075614929
526.1199951171875,1.0,0.7734289765357971,0.9999749660491943
526.197998046875,1.0,0.7734220623970032,0.9999799728393555
526.2680053710938,1.0,0.7734165787696838,0.9999839663505554
526.3380126953125,1.0,0.7734122276306152,0.9999871253967285
526.4080200195312,1.0,0.7734085917472839,0.9999897480010986
526.47802734375,1.0,0.7734058499336243,0.999991774559021
526.5479736328125,1.0,0.7734036445617676,0.9999933838844299
526.6179809570312,1.0,0.7734017372131348,0.9999947547912598
526.68798828125,1.0,0.7734003663063049,0.999995768070221
526.7579956054688,1.0,0.7733992338180542,0.9999966025352478
526.8280029296875,1.0,0.7733982801437378,0.9999972581863403
526.8980102539062,1.0,0.7733973860740662,0.9999978542327881
526.968017578125,1.0,0.7733968496322632,0.9999982714653015
527.0380249023438,1.0,0.7733963131904602,0.9999986290931702
527.1079711914062,1.0,0.7733960747718811,0.9999988675117493
527.177978515625,1.0,0.7733957171440125,0.9999991059303284
527.2479858398438,1.0,0.7733953595161438,0.9999993443489075
527.3200073242188,1.0,0.773395299911499,0.9999994039535522
527.3980102539062,1.0,0.7733951210975647,0.9999995231628418
527.468017578125,1.0,0.7733949422836304,0.9999996423721313
527.5380249023438,1.0,0.773394763469696,0.9999997615814209
527.6079711914062,1.0,0.7733948230743408,0.9999997615814209
527.677978515625,1.0,0.7733948230743408,0.9999997615814209
527.7479858398438,1.0,0.7733948230743408,0.9999997615814209
527.8179931640625,1.0,0.7733948230743408,0.9999997615814209
527.8880004882812,1.0,0.7733948230743408,0.9999997615814209
527.9580078125,1.0,0.7733948230743408,0.9999997615814209
528.0280151367188,1.0,0.7733948230743408,0.9999997615814209
528.0980224609375,1.0,0.7733948230743408,0.9999997615814209
528.1680297851562,1.0,0.7733948230743408,0.9999997615814209
528.2379760742188,1.0,0.7733948230743408,0.9999997615814209
528.3079833984375,1.0,0.7733948230743408,0.9999997615814209
528.3779907226562,1.0,0.7733948230743408,0.9999997615814209
528.447998046875,1.0,0.7733948230743408,0.9999997615814209
528.52001953125,1.0,0.7733948230743408,0.9999997615814209
528.5980224609375,1.0,0.7733948230743408,0.9999997615814209
528.6680297851562,1.0,0.7733948230743408,0.9999997615814209
528.7379760742188,1.0,0.7733948230743408,0.9999997615814209
528.8079833984375,1.0,0.7733948230743408,0.9999997615814209
528.8779907226562,1.0,0.7733948230743408,0.9999997615814209
528.947998046875,1.0,0.7733948230743408,0.9999997615814209
529.0180053710938,1.0,0.7733948230743408,0.9999997615814209
529.0880126953125,1.0,0.7733948230743408,0.9999997615814209
529.1580200195312,1.0,0.7733948230743408,0.9999997615814209
529.22802734375,1.0,0.7733948230743408,0.9999997615814209
529.2979736328125,1.0,0.7733948230743408,0.9999997615814209
529.3679809570312,1.0,0.7733948230743408,0.9999997615814209
529.43798828125,1.0,0.7733948230743408,0.9999997615814209
529.5079956054688,1.0,0.7733948230743408,0.9999997615814209
529.5780029296875,1.0,0.7733948230743408,0.9999997615814209
529.6480102539062,1.0,0.7733948230743408,0.9999997615814209
529.718017578125,1.0,0.7733948230743408,0.9999997615814209
529.7979736328125,1.0,0.7733948230743408,0.9999997615814209
529.8679809570312,1.0,0.7733948230743408,0.9999997615814209
529.93798828125,1.0,0.7733948230743408,0.9999997615814209
530.0079956054688,1.0,0.7733948230743408,0.9999997615814209
530.0780029296875,1.0,0.7733948230743408,0.9999997615814209
530.1480102539062,1.0,0.7733948230743408,0.9999997615814209
530.218017578125,1.0,0.7733948230743408,0.9999997615814209
530.2880249023438,1.0,0.7733948230743408,0.9999997615814209
530.3579711914062,1.0,0.7733948230743408,0.9999997615814209
530.427978515625,1.0,0.7733948230743408,0.9999997615814209
530.4979858398438,1.0,0.7733948230743408,0.9999997615814209
530.5679931640625,1.0,0.7733948230743408,0.9999997615814209
530.6380004882812,1.0,0.7733948230743408,0.9999997615814209
530.7080078125,1.0,0.7733948230743408,0.9999997615814209
530.7780151367188,1.0,0.7733948230743408,0.9999997615814209
